chr	labels	FRI	GNM	std(fri)	std(gnm)	prediction
chr10	0	0.467093	2e-06	-0.399327	-0.307205	0.17692837
chr8	0	0.427068	1e-06	-1.050977	-0.297746	0.010184556
chr2	0	0.364183	1e-06	-1.529918	-0.40252	0.11061162
chr1	0	0.353378	1e-06	-1.688455	-0.485546	0.00097581744
chr7	0	0.553104	2e-06	-0.280509	-0.294247	0.0654763
chr3	0	0.434268	1e-06	-0.880897	-0.245352	0.00028812885
chr2	0	0.423556	1e-06	-1.00199	-0.40252	0.13429785
chr20	0	0.336369	1e-06	-1.263029	-0.476117	0.002352208
chr4	0	0.641744	1e-06	-0.516975	-0.217578	0.014350563
chr11	0	0.384342	1e-06	-1.203647	-0.360989	0.7167595
chr2	0	0.441816	1e-06	-0.839627	-0.40252	0.39582592
chr7	0	0.416829	1e-06	-1.275491	-0.334154	0.2734337
chr7	0	0.393032	1e-06	-1.449239	-0.334154	0.0139430165
chr3	0	0.35118	1e-06	-1.576288	-0.245352	0.1245949
chr14	0	0.337383	1e-06	-1.441055	-0.417507	0.012065798
chr14	0	0.348763	1e-06	-1.371684	-0.417507	0.04960352
chr17	0	0.163074	2e-06	-2.767123	-0.597282	0.00440678
chr7	0	0.421544	1e-06	-1.241065	-0.334154	0.0013750494
chr4	0	0.531106	1e-06	-1.186838	-0.217578	0.00013414025
chr6	0	0.449292	1e-06	-0.910396	-0.335257	0.032152057
chr8	0	0.446171	1e-06	-0.903045	-0.297746	0.00923273
chr20	0	0.3346	1e-06	-1.281457	-0.476117	0.03503844
chr14	0	0.395897	1e-06	-1.084363	-0.417507	0.33140242
chr7	0	0.387204	1e-06	-1.491791	-0.334154	0.017510533
chr4	0	0.561563	1e-06	-1.002435	-0.217578	0.0007686019
chr5	0	0.364823	1e-06	-1.705676	-0.289197	0.69306207
chr14	0	0.434669	1e-06	-0.848015	-0.417507	0.011360079
chr9	0	0.652639	2e-06	-0.467281	-0.317218	0.012895882
chr15	0	0.413008	2e-06	-1.090293	-0.396275	0.025198549
chr15	0	0.425063	1e-06	-0.997933	-0.424557	0.008298695
chr1	0	0.342877	1e-06	-1.763261	-0.485546	0.004897833
chr7	0	0.422694	1e-06	-1.232669	-0.334154	0.005302727
chr5	0	0.575718	1e-06	-0.086865	-0.289197	0.22687674
chr4	0	0.608509	1e-06	-0.718198	-0.217578	0.0020394027
chr2	0	0.387864	1e-06	-1.319353	-0.40252	2.5838614e-05
chr16	0	0.512262	3e-06	-0.289423	-0.339164	0.69987583
chr7	0	0.421344	1e-06	-1.242525	-0.334154	0.109000295
chrX	0	0.779882	5e-06	0.654531	-0.153199	0.9956304
chr7	0	0.389191	1e-06	-1.477284	-0.334154	0.11279088
chr13	0	0.443966	1e-06	-1.256066	-0.341006	0.0023053885
chr7	0	0.428923	1e-06	-1.187189	-0.334154	0.63042223
chr4	0	0.533893	1e-06	-1.169964	-0.217578	2.6524067e-06
chr10	0	0.369079	1e-06	-1.291346	-0.350029	0.70694023
chr4	0	0.578669	1e-06	-0.898866	-0.217578	0.006665826
chr8	0	0.456501	1e-06	-0.823051	-0.297746	0.78295004
chr1	0	0.383991	1e-06	-1.470377	-0.485546	0.787184
chr8	0	0.423902	1e-06	-1.075494	-0.297746	0.06755936
chr18	0	0.529491	3e-06	-0.551213	-0.283132	0.8368308
chr9	0	0.455529	1e-06	-1.364999	-0.337721	0.0017064512
chr7	0	0.405419	1e-06	-1.358798	-0.334154	0.54408246
chr4	0	0.695555	3e-06	-0.191173	-0.168509	0.64358413
chr3	0	0.39241	1e-06	-1.231221	-0.245352	0.0076134205
chr11	0	0.314	1e-06	-1.771997	-0.360989	0.0029271245
chr7	0	0.483213	2e-06	-0.790803	-0.294247	0.015305728
chr7	0	0.431613	1e-06	-1.167549	-0.334154	0.4373721
chr2	0	0.36842	1e-06	-1.492244	-0.40252	0.021098405
chr2	0	0.453587	1e-06	-0.734963	-0.40252	0.07815221
chr8	0	0.391784	1e-06	-1.324211	-0.297746	0.015788257
chr5	0	0.407849	1e-06	-1.375412	-0.289197	0.041222095
chr2	0	0.606457	3e-06	0.624314	-0.248412	0.8183273
chr5	0	0.370386	1e-06	-1.662975	-0.289197	0.00013524294
chr8	0	0.558607	1e-06	-0.032356	-0.297746	0.2838824
chr4	0	0.591021	2e-06	-0.82408	-0.193043	0.00458467
chr4	0	0.582771	2e-06	-0.87403	-0.193043	0.009603888
chr1	0	0.522425	1e-06	-0.484215	-0.485546	0.12332612
chr3	0	0.338921	1e-06	-1.678888	-0.245352	0.00039449334
chr2	0	0.417716	1e-06	-1.053918	-0.40252	0.013712496
chr4	0	0.521519	1e-06	-1.244883	-0.217578	0.0001232624
chr2	0	0.423233	1e-06	-1.004862	-0.40252	0.0058172345
chr7	0	0.408105	1e-06	-1.339187	-0.334154	0.0028473139
chrX	0	0.54417	1e-06	-1.371877	-0.25951	0.010314971
chr11	0	0.34323	1e-06	-1.535824	-0.360989	0.0108444095
chr3	0	0.291152	1e-06	-2.078683	-0.245352	0.0001244247
chr3	0	0.412709	1e-06	-1.061331	-0.245352	0.4973981
chr10	0	0.457682	2e-06	-0.484976	-0.307205	0.015074164
chr4	0	0.536254	1e-06	-1.155669	-0.217578	0.0008429885
chr1	0	0.32759	1e-06	-1.872161	-0.485546	0.027382344
chr5	0	0.397219	1e-06	-1.457007	-0.289197	0.0031621456
chr9	0	0.420805	1e-06	-1.523146	-0.337721	0.003975481
chr4	0	0.591558	2e-06	-0.820828	-0.193043	0.054540336
chr14	0	0.361987	1e-06	-1.291073	-0.417507	0.004517585
chr2	0	0.477265	2e-06	-0.524425	-0.325466	0.17308143
chr9	0	0.460459	1e-06	-1.342546	-0.337721	0.03119725
chr2	0	0.425013	2e-06	-0.989035	-0.325466	0.00020048022
chrX	0	0.545936	1e-06	-1.356695	-0.25951	0.008038729
chr2	0	0.57804	3e-06	0.371638	-0.248412	0.2863229
chr1	0	0.372699	1e-06	-1.550818	-0.485546	0.0065723956
chr2	0	0.333321	1e-06	-1.804334	-0.40252	0.31537747
chr5	0	0.503469	1e-06	-0.641442	-0.289197	0.0040442646
chrX	0	0.531695	1e-06	-1.479124	-0.25951	9.9658966e-05
chr15	0	0.435983	1e-06	-0.914269	-0.424557	0.00044694543
chr14	0	0.369569	1e-06	-1.244854	-0.417507	0.0049144328
chr1	0	0.480878	1e-06	-0.780183	-0.485546	0.06389499
chr1	0	0.386095	1e-06	-1.455389	-0.485546	0.022218019
chr14	0	0.340238	1e-06	-1.423651	-0.417507	0.046192557
chr6	0	0.382653	1e-06	-1.417742	-0.335257	0.054035872
chr5	0	0.461485	1e-06	-0.963707	-0.289197	0.017739058
chr11	0	0.388111	1e-06	-1.173194	-0.360989	0.08704659
chr4	0	0.728227	2e-06	0.006641	-0.193043	0.04935658
chrX	0	0.686117	1e-06	-0.151563	-0.25951	0.024658084
chr6	0	0.54385	3e-06	-0.190494	-0.261248	0.01253587
chrX	0	0.597649	1e-06	-0.91212	-0.25951	0.03469655
chr20	0	0.289483	1e-06	-1.75145	-0.476117	0.35571498
chrX	0	0.564267	1e-06	-1.199104	-0.25951	0.0010519624
chr3	0	0.411495	1e-06	-1.071492	-0.245352	0.01699242
chr7	0	0.404366	1e-06	-1.366487	-0.334154	0.058143616
chr18	0	0.449905	1e-06	-1.129192	-0.323002	0.0007221401
chr2	0	0.437976	1e-06	-0.873771	-0.40252	0.0021761358
chr2	0	0.335574	1e-06	-1.784301	-0.40252	0.0029912293
chr1	0	0.395442	1e-06	-1.388803	-0.485546	0.0088350475
chr16	0	0.388752	1e-06	-1.174904	-0.387933	0.6838704
chr4	0	0.41178	1e-06	-1.909304	-0.217578	0.001788646
chr4	0	0.559502	1e-06	-1.014913	-0.217578	0.0016004443
chr3	0	0.512713	1e-06	-0.224364	-0.245352	0.8121451
chr3	0	0.446271	1e-06	-0.78044	-0.245352	0.045477033
chr4	0	0.55952	1e-06	-1.014804	-0.217578	0.0022900105
chr6	0	0.451563	2e-06	-0.893106	-0.298252	0.041145742
chr4	0	0.5629	1e-06	-0.99434	-0.217578	0.046593577
chr2	0	0.372776	1e-06	-1.453511	-0.40252	0.001288414
chr6	0	0.438048	1e-06	-0.996001	-0.335257	0.13588142
chrX	0	0.571167	1e-06	-1.139785	-0.25951	0.023252934
chr21	0	0.735961	1e-06	-0.647412	-0.348593	0.6004978
chr9	0	0.497178	2e-06	-1.175313	-0.317218	0.050458163
chr22	0	0.469215	3e-06	-1.187935	-0.555963	0.91387993
chr3	0	0.417879	1e-06	-1.018062	-0.245352	0.001254648
chr5	0	0.46413	1e-06	-0.943404	-0.289197	0.009117603
chr3	0	0.320617	1e-06	-1.832081	-0.245352	0.0017256737
chr7	0	0.460575	2e-06	-0.956089	-0.294247	0.0004055798
chr4	0	0.625667	1e-06	-0.614314	-0.217578	0.5921239
chr8	0	0.442664	1e-06	-0.930203	-0.297746	0.06658167
chrX	0	0.621385	2e-06	-0.708062	-0.232933	0.043186486
chr13	0	0.566093	2e-06	-0.54049	-0.318036	0.06046644
chr18	0	0.45826	2e-06	-1.068515	-0.303067	0.00029930472
chr10	0	0.430279	1e-06	-0.734369	-0.350029	0.13007107
chrX	0	0.772179	5e-06	0.588309	-0.153199	0.8764062
chr14	0	0.334321	1e-06	-1.45972	-0.417507	0.049738497
chr15	0	0.388491	1e-06	-1.278132	-0.424557	0.0015483499
chr2	0	0.377918	1e-06	-1.40779	-0.40252	0.7665702
chr10	0	0.442669	1e-06	-0.621609	-0.350029	0.060384065
chr1	0	0.443587	1e-06	-1.045833	-0.485546	0.029427588
chr2	0	0.350475	1e-06	-1.651805	-0.40252	0.00029858947
chr17	0	0.28569	1e-06	-1.578841	-0.649844	0.03374654
chr13	0	0.479979	1e-06	-1.045056	-0.341006	0.013246417
chr4	0	0.589306	1e-06	-0.834463	-0.217578	0.00094616413
chr17	0	0.296834	1e-06	-1.470843	-0.649844	0.2062785
chr8	0	0.549942	1e-06	-0.099457	-0.297746	0.75282824
chr20	0	0.385934	2e-06	-0.7467	-0.444505	0.2811968
chr12	0	0.296588	1e-06	-1.71742	-0.442332	0.0032131076
chr4	0	0.507057	1e-06	-1.332444	-0.217578	0.123146236
chr1	0	0.433752	1e-06	-1.115895	-0.485546	0.09635571
chr5	0	0.42787	1e-06	-1.221733	-0.289197	0.002434194
chr16	0	0.43978	1e-06	-0.809069	-0.387933	0.9783393
chr9	0	0.389697	1e-06	-1.664825	-0.337721	0.5026165
chr12	0	0.419951	1e-06	-0.788752	-0.442332	0.07525283
chrX	0	0.620522	1e-06	-0.715482	-0.25951	0.05348459
chrX	0	0.599334	1e-06	-0.897634	-0.25951	0.055128515
chr4	0	0.618041	1e-06	-0.660486	-0.217578	0.008209348
chr2	0	0.4344	1e-06	-0.905568	-0.40252	0.043332726
chr2	0	0.520729	1e-06	-0.137955	-0.40252	0.36205333
chr1	0	0.395301	1e-06	-1.389808	-0.485546	0.033447385
chr2	0	0.410909	1e-06	-1.114443	-0.40252	0.04276648
chr7	0	0.3748	1e-06	-1.582356	-0.334154	0.017071486
chr7	0	0.393653	1e-06	-1.444705	-0.334154	0.0403392
chr2	0	0.354984	1e-06	-1.611713	-0.40252	0.016912788
chrX	0	0.618741	2e-06	-0.730793	-0.232933	0.1919012
chrX	0	0.645804	2e-06	-0.498133	-0.232933	0.0051134825
chr8	0	0.416902	1e-06	-1.129701	-0.297746	0.8881148
chr12	0	0.474549	2e-06	-0.377742	-0.394027	0.82652056
chr13	0	0.451689	1e-06	-1.210815	-0.341006	3.784895e-06
chr4	0	0.65409	2e-06	-0.442225	-0.193043	0.0034489632
chr7	0	0.39034	1e-06	-1.468894	-0.334154	0.003259033
chr1	0	0.36728	1e-06	-1.589421	-0.485546	0.00097343326
chr8	0	0.541476	1e-06	-0.165016	-0.297746	0.50728095
chr1	0	0.383586	1e-06	-1.473262	-0.485546	0.02821064
chr4	0	0.509929	1e-06	-1.315056	-0.217578	0.0080551505
chr18	0	0.415819	2e-06	-1.376735	-0.303067	0.00043341517
chr3	0	0.385975	1e-06	-1.285077	-0.245352	0.07768744
chr17	0	0.356358	3e-06	-0.893991	-0.544721	0.90378475
chr4	0	0.540669	1e-06	-1.128939	-0.217578	0.04819095
chr13	0	0.4467	1e-06	-1.240047	-0.341006	0.00015541911
chr7	0	0.431741	1e-06	-1.166614	-0.334154	0.6895038
chr13	0	0.6083	2e-06	-0.293187	-0.318036	0.5034732
chrX	0	0.618972	2e-06	-0.728807	-0.232933	0.078166515
chr12	0	0.352359	1e-06	-1.29758	-0.442332	0.0225873
chr20	0	0.447274	3e-06	-0.107709	-0.412893	0.7158718
chr8	0	0.367333	1e-06	-1.513557	-0.297746	0.001801312
chr1	0	0.400257	1e-06	-1.354503	-0.485546	0.0029443502
chr19	0	0.221629	1e-06	-1.969442	-0.719474	0.47415483
chr16	0	0.453641	2e-06	-0.709695	-0.363549	0.19230926
chrX	0	0.544087	1e-06	-1.372591	-0.25951	8.2701445e-05
chr2	0	0.363633	1e-06	-1.534808	-0.40252	0.0033416152
chr5	0	0.412717	1e-06	-1.338046	-0.289197	0.012277067
chr7	0	0.439342	1e-06	-1.111117	-0.334154	0.0018697977
chrX	0	0.606886	1e-06	-0.83271	-0.25951	0.003952861
chrX	0	0.643081	2e-06	-0.521543	-0.232933	0.28050062
chr10	0	0.386157	1e-06	-1.13592	-0.350029	0.031377763
chr14	0	0.442819	2e-06	-0.798334	-0.389401	0.53169185
chrX	0	0.597983	2e-06	-0.909249	-0.232933	0.3048127
chr4	0	0.546756	1e-06	-1.092084	-0.217578	0.00019779801
chr8	0	0.452431	1e-06	-0.854569	-0.297746	0.048621446
chr3	0	0.332011	1e-06	-1.73672	-0.245352	0.015462548
chr7	0	0.54631	2e-06	-0.330114	-0.294247	0.010918051
chr1	0	0.346333	1e-06	-1.738641	-0.485546	0.00491333
chr10	0	0.405684	1e-06	-0.958207	-0.350029	0.1943939
chr2	0	0.449164	1e-06	-0.774291	-0.40252	0.0203259
chr16	0	0.480578	2e-06	-0.516575	-0.363549	0.95394444
chr12	0	0.326299	1e-06	-1.493758	-0.442332	0.0060574114
chr5	0	0.468602	1e-06	-0.909078	-0.289197	0.006968856
chr6	0	0.406089	1e-06	-1.239315	-0.335257	0.033115864
chr16	0	0.473901	2e-06	-0.564445	-0.363549	0.4438271
chr7	0	0.459354	1e-06	-0.965004	-0.334154	0.0042808056
chr2	0	0.364973	1e-06	-1.522893	-0.40252	0.0062026083
chr5	0	0.431173	1e-06	-1.196379	-0.289197	0.091296405
chr2	0	0.439508	1e-06	-0.860149	-0.40252	0.00834316
chr5	0	0.458264	1e-06	-0.988431	-0.289197	0.009430975
chr4	0	0.63693	2e-06	-0.546121	-0.193043	0.0024812222
chr4	0	0.60819	1e-06	-0.720129	-0.217578	0.007660389
chr4	0	0.562901	1e-06	-0.994334	-0.217578	0.0062265694
chrX	0	0.571448	1e-06	-1.137369	-0.25951	0.0064713657
chr7	0	0.409514	1e-06	-1.3289	-0.334154	0.00031781197
chr4	0	0.579082	1e-06	-0.896365	-0.217578	0.008087307
chr5	0	0.445625	1e-06	-1.085447	-0.289197	0.0198811
chr4	0	0.513369	1e-06	-1.294228	-0.217578	2.220273e-05
chr5	0	0.470006	1e-06	-0.898301	-0.289197	0.009019852
chr16	0	0.37565	1e-06	-1.268836	-0.387933	0.055086553
chr2	0	0.481089	1e-06	-0.490423	-0.40252	0.0014420152
chr4	0	0.507396	1e-06	-1.330392	-0.217578	0.0447053
chrX	0	0.569433	1e-06	-1.154692	-0.25951	0.020341337
chr2	0	0.37381	1e-06	-1.444317	-0.40252	9.340048e-05
chr8	0	0.487232	2e-06	-0.585075	-0.263348	0.015862018
chrX	0	0.597171	2e-06	-0.916229	-0.232933	0.00443846
chr4	0	0.614162	2e-06	-0.683971	-0.193043	0.16864628
chr9	0	0.50379	1e-06	-1.145199	-0.337721	0.0008762777
chr4	0	0.576032	1e-06	-0.914831	-0.217578	0.008907855
chr5	0	0.569511	2e-06	-0.134509	-0.252146	0.03829485
chr2	0	0.348493	1e-06	-1.669429	-0.40252	0.00048670173
chr13	0	0.441924	1e-06	-1.268031	-0.341006	0.0026798844
chr3	0	0.436615	1e-06	-0.861254	-0.245352	0.012560695
chr12	0	0.301476	1e-06	-1.680623	-0.442332	0.015040398
chr2	0	0.371323	1e-06	-1.466431	-0.40252	0.008411318
chr9	0	0.529448	1e-06	-1.028343	-0.337721	0.031191826
chr7	0	0.373641	1e-06	-1.590818	-0.334154	0.0014286041
chr8	0	0.40989	1e-06	-1.184001	-0.297746	0.003472954
chrX	0	0.686027	2e-06	-0.152337	-0.232933	0.004877478
chr8	0	0.428059	1e-06	-1.043302	-0.297746	0.00081554055
chr3	0	0.369164	1e-06	-1.425774	-0.245352	0.022951484
chr3	0	0.426871	1e-06	-0.942805	-0.245352	0.02396372
chrX	0	0.738617	4e-06	0.299777	-0.179777	0.050770015
chr6	0	0.497622	2e-06	-0.542443	-0.298252	0.015399694
chr6	0	0.406877	1e-06	-1.233316	-0.335257	0.087275475
chr7	0	0.533075	2e-06	-0.426746	-0.294247	0.027406216
chr9	0	0.466963	1e-06	-1.312924	-0.337721	0.057461023
chr10	0	0.452449	2e-06	-0.532601	-0.307205	0.06971538
chr2	0	0.311713	1e-06	-1.996466	-0.40252	0.005028099
chr4	0	0.562268	1e-06	-0.998166	-0.217578	0.0002181232
chr2	0	0.364687	1e-06	-1.525436	-0.40252	0.042919904
chrX	0	0.630174	3e-06	-0.632504	-0.206355	0.00078064203
chr4	0	0.551267	1e-06	-1.064772	-0.217578	0.02799949
chrX	0	0.550447	1e-06	-1.317914	-0.25951	0.006112784
chr4	0	0.700312	2e-06	-0.162371	-0.193043	0.16230446
chr5	0	0.453604	1e-06	-1.024201	-0.289197	0.67867744
chr3	0	0.428392	1e-06	-0.930075	-0.245352	0.0004516244
chrX	0	0.574726	1e-06	-1.109188	-0.25951	0.07743198
chr7	0	0.395633	1e-06	-1.430249	-0.334154	0.13501418
chr11	0	0.47406	2e-06	-0.478742	-0.326244	0.009245068
chr11	0	0.368708	1e-06	-1.329967	-0.360989	0.11117226
chr8	0	0.463114	1e-06	-0.771841	-0.297746	0.09333396
chr11	0	0.279054	1e-06	-2.054355	-0.360989	0.011440575
chr12	0	0.324401	1e-06	-1.508046	-0.442332	0.2211203
chr4	0	0.55753	1e-06	-1.026853	-0.217578	0.09745395
chr3	0	0.352647	1e-06	-1.564011	-0.245352	0.012375116
chr5	0	0.411019	1e-06	-1.35108	-0.289197	0.00912714
chr16	0	0.334263	1e-06	-1.565552	-0.387933	0.0025800765
chr9	0	0.631571	1e-06	-0.563233	-0.337721	0.01933238
chr2	0	0.401	1e-06	-1.202551	-0.40252	0.22959775
chr7	0	0.354136	1e-06	-1.73323	-0.334154	0.0013396144
chr10	0	0.38188	1e-06	-1.174845	-0.350029	0.0019359291
chr18	0	0.477257	1e-06	-0.930553	-0.323002	0.046373427
chr2	0	0.3412	1e-06	-1.734276	-0.40252	0.0139681995
chr15	0	0.410282	1e-06	-1.111178	-0.424557	0.017541528
chr11	0	0.355647	1e-06	-1.435497	-0.360989	0.044089496
chr10	0	0.383198	1e-06	-1.16285	-0.350029	0.37686712
chrX	0	0.596398	1e-06	-0.922875	-0.25951	0.16141713
chr8	0	0.365051	1e-06	-1.531228	-0.297746	0.00032687187
chr8	0	0.363671	1e-06	-1.541915	-0.297746	0.0016986728
chr16	0	0.395107	1e-06	-1.129343	-0.387933	0.8468808
chr5	0	0.352801	1e-06	-1.797956	-0.289197	0.00073742867
chrX	0	0.542401	1e-06	-1.387085	-0.25951	0.0004951954
chr2	0	0.362931	1e-06	-1.54105	-0.40252	0.2947684
chr6	0	0.471612	2e-06	-0.740466	-0.298252	0.0049402714
chr3	0	0.431059	1e-06	-0.907754	-0.245352	0.5624628
chr15	0	0.306941	1e-06	-1.902932	-0.424557	0.00034210086
chr16	0	0.326257	1e-06	-1.62295	-0.387933	0.004122168
chr16	0	0.32974	1e-06	-1.597979	-0.387933	0.0013148487
chr12	0	0.439717	1e-06	-0.639955	-0.442332	0.8937865
chr6	0	0.386577	1e-06	-1.387867	-0.335257	0.0613527
chr4	0	0.654112	1e-06	-0.442092	-0.217578	0.002505511
chr3	0	0.403168	1e-06	-1.141183	-0.245352	0.109921336
chr1	0	0.355525	1e-06	-1.67316	-0.485546	0.028678775
chr3	0	0.317611	1e-06	-1.857239	-0.245352	0.006288439
chr5	0	0.391777	1e-06	-1.49878	-0.289197	0.003753692
chr16	0	0.392566	2e-06	-1.14756	-0.363549	0.008757919
chr4	0	0.638637	1e-06	-0.535786	-0.217578	0.11665475
chr14	0	0.319137	1e-06	-1.552279	-0.417507	0.0007851124
chr5	0	0.413333	1e-06	-1.333318	-0.289197	0.8484037
chr8	0	0.582119	2e-06	0.149718	-0.263348	0.12831107
chr12	0	0.3334	1e-06	-1.440302	-0.442332	0.0031630099
chr4	0	0.408836	1e-06	-1.927129	-0.217578	4.8160553e-05
chr6	0	0.35877	1e-06	-1.599571	-0.335257	0.0013359785
chr14	0	0.324869	1e-06	-1.517338	-0.417507	0.0010816753
chr1	0	0.445963	1e-06	-1.028907	-0.485546	0.04085195
chr3	0	0.346605	1e-06	-1.614578	-0.245352	0.008708835
chr12	0	0.35299	1e-06	-1.29283	-0.442332	0.45887953
chr1	0	0.395423	1e-06	-1.388939	-0.485546	0.08302623
chrX	0	0.634769	2e-06	-0.593001	-0.232933	0.00054869056
chrX	0	0.566586	1e-06	-1.179168	-0.25951	0.0010537207
chr10	0	0.493914	3e-06	-0.155231	-0.264381	0.47676462
chrX	0	0.596191	2e-06	-0.924654	-0.232933	0.004142791
chr2	0	0.338651	1e-06	-1.756941	-0.40252	0.0029914677
chr3	0	0.404931	1e-06	-1.126428	-0.245352	0.08864039
chr4	0	0.595256	2e-06	-0.798439	-0.193043	0.0066532195
chr1	0	0.318227	1e-06	-1.93886	-0.485546	0.5093053
chr14	0	0.414143	1e-06	-0.973138	-0.417507	0.022989392
chr6	0	0.425341	1e-06	-1.092743	-0.335257	0.0112119615
chr6	0	0.368631	1e-06	-1.524496	-0.335257	0.19869345
chr1	0	0.406004	1e-06	-1.313563	-0.485546	0.12278736
chr2	0	0.42571	1e-06	-0.982837	-0.40252	0.07612565
chr2	0	0.537734	3e-06	0.013248	-0.248412	0.20302644
chr1	0	0.44881	1e-06	-1.008626	-0.485546	0.048898548
chr4	0	0.537998	1e-06	-1.14511	-0.217578	0.011912793
chr2	0	0.394123	1e-06	-1.2637	-0.40252	0.08898798
chr2	0	0.43513	1e-06	-0.899077	-0.40252	0.0015805364
chr12	0	0.557523	3e-06	0.24688	-0.345722	0.39882678
chr5	0	0.393798	1e-06	-1.483267	-0.289197	0.00035309792
chr21	0	0.67422	1e-06	-0.80527	-0.348593	0.042648673
chr11	0	0.29087	1e-06	-1.958884	-0.360989	0.012392253
chr4	0	0.684166	1e-06	-0.260128	-0.217578	0.02647245
chr7	0	0.498802	1e-06	-0.676983	-0.334154	0.18187323
chr2	0	0.464472	1e-06	-0.638177	-0.40252	0.0056803524
chr2	0	0.440999	1e-06	-0.846892	-0.40252	0.096848845
chr6	0	0.37571	1e-06	-1.470601	-0.335257	0.035280794
chr11	0	0.428484	1e-06	-0.846987	-0.360989	0.11798662
chr1	0	0.405854	1e-06	-1.314632	-0.485546	0.059074014
chr15	0	0.409865	1e-06	-1.114373	-0.424557	0.07777339
chr5	0	0.602097	3e-06	0.115618	-0.215094	0.39987695
chr8	0	0.394195	1e-06	-1.305541	-0.297746	0.0059333444
chr3	0	0.524156	2e-06	-0.128594	-0.208421	0.17923966
chr2	0	0.44214	1e-06	-0.836746	-0.40252	0.045427203
chr9	0	0.51383	1e-06	-1.099473	-0.337721	0.09594226
chr10	0	0.380276	1e-06	-1.189443	-0.350029	0.012207091
chr8	0	0.439293	1e-06	-0.956308	-0.297746	0.008225679
chr12	0	0.434752	2e-06	-0.677331	-0.394027	0.051327467
chr4	0	0.638104	1e-06	-0.539013	-0.217578	0.020955145
chr1	0	0.373871	1e-06	-1.542469	-0.485546	0.18228295
chr13	0	0.44156	1e-06	-1.270164	-0.341006	0.00091585517
chr16	0	0.632718	6e-06	0.574163	-0.266011	0.85132897
chr4	0	0.561382	1e-06	-1.003531	-0.217578	0.007203698
chr7	0	0.397782	1e-06	-1.414558	-0.334154	0.093913645
chrX	0	0.520125	1e-06	-1.578591	-0.25951	0.15576589
chr10	0	0.31295	1e-06	-1.802172	-0.350029	0.023756176
chr21	0	0.66181	1e-06	-0.837	-0.348593	0.011312038
chr13	0	0.44286	1e-06	-1.262547	-0.341006	0.010527641
chr10	0	0.415431	1e-06	-0.8695	-0.350029	0.16096592
chr4	0	0.623673	1e-06	-0.626386	-0.217578	0.0018018782
chr5	0	0.489527	1e-06	-0.748459	-0.289197	0.019497693
chr11	0	0.415127	1e-06	-0.95491	-0.360989	0.1099492
chr5	0	0.446795	2e-06	-1.076466	-0.252146	0.00020954013
chrX	0	0.518985	1e-06	-1.588392	-0.25951	0.049117118
chrX	0	0.589252	1e-06	-0.984309	-0.25951	0.007010579
chrX	0	0.593294	1e-06	-0.94956	-0.25951	0.030617207
chr1	0	0.41638	1e-06	-1.239647	-0.485546	0.000559777
chrX	0	0.505485	1e-06	-1.704451	-0.25951	0.010965526
chr2	0	0.400449	1e-06	-1.207451	-0.40252	0.0010308325
chr10	0	0.343281	1e-06	-1.526132	-0.350029	0.13161355
chr7	0	0.588563	3e-06	-0.021613	-0.25434	0.2687138
chr2	0	0.422561	1e-06	-1.010837	-0.40252	0.66577137
chrX	0	0.57681	1e-06	-1.091272	-0.25951	0.00024074316
chr4	0	0.664009	1e-06	-0.38217	-0.217578	0.0075342357
chr7	0	0.439387	1e-06	-1.110788	-0.334154	0.0035411417
chr3	0	0.362332	1e-06	-1.482954	-0.245352	0.010019124
chr1	0	0.375849	1e-06	-1.528378	-0.485546	0.046345145
chrX	0	0.60498	1e-06	-0.849096	-0.25951	0.013419032
chr10	0	0.370633	2e-06	-1.277203	-0.307205	0.0025313795
chr16	0	0.365349	1e-06	-1.342687	-0.387933	0.037419796
chr1	0	0.351317	1e-06	-1.703137	-0.485546	0.009050667
chr3	0	0.407094	1e-06	-1.108325	-0.245352	0.46546265
chr7	0	0.583977	2e-06	-0.055096	-0.294247	0.008729428
chr10	0	0.376091	1e-06	-1.22753	-0.350029	0.13666639
chr3	0	0.348286	1e-06	-1.600509	-0.245352	0.0022939444
chr10	0	0.315867	1e-06	-1.775625	-0.350029	0.2717165
chrX	0	0.60348	1e-06	-0.861991	-0.25951	0.034903795
chr10	0	0.394151	1e-06	-1.063168	-0.350029	0.0019291639
chr3	0	0.488456	1e-06	-0.427379	-0.245352	0.0044626296
chrX	0	0.589627	2e-06	-0.981085	-0.232933	0.00814119
chrX	0	0.630087	1e-06	-0.633252	-0.25951	0.0029604435
chr13	0	0.437204	1e-06	-1.295687	-0.341006	0.06163436
chr6	0	0.397085	1e-06	-1.307866	-0.335257	0.023984224
chr2	0	0.451039	1e-06	-0.757619	-0.40252	0.019787103
chr14	0	0.346684	1e-06	-1.384357	-0.417507	0.0060932636
chr5	0	0.465164	1e-06	-0.935467	-0.289197	0.0006009042
chr17	0	0.423613	3e-06	-0.242217	-0.544721	0.53388405
chr14	0	0.331778	1e-06	-1.475222	-0.417507	0.039987355
chr3	0	0.436824	1e-06	-0.859505	-0.245352	0.007873923
chr14	0	0.393233	1e-06	-1.100602	-0.417507	0.017072082
chr5	0	0.417462	1e-06	-1.301624	-0.289197	0.00635314
chr4	0	0.592871	1e-06	-0.812879	-0.217578	0.00023120642
chr8	0	0.426955	1e-06	-1.051852	-0.297746	0.36247623
