chr	labels	FRI	GNM	std(fri)	std(gnm)	prediction
chr1	0	0.400257	1e-06	-1.354503	-0.485546	0.013332248
chr19	0	0.221629	1e-06	-1.969442	-0.719474	0.43998447
chr16	0	0.453641	2e-06	-0.709695	-0.363549	0.38873562
chrX	0	0.544087	1e-06	-1.372591	-0.25951	0.00880152
chr2	0	0.363633	1e-06	-1.534808	-0.40252	0.019029826
chr5	0	0.412717	1e-06	-1.338046	-0.289197	0.035147756
chr7	0	0.439342	1e-06	-1.111117	-0.334154	0.023971766
chrX	0	0.606886	1e-06	-0.83271	-0.25951	0.0073274374
chrX	0	0.643081	2e-06	-0.521543	-0.232933	0.3502447
chr10	0	0.386157	1e-06	-1.13592	-0.350029	0.03776169
chr14	0	0.442819	2e-06	-0.798334	-0.389401	0.21506914
chrX	0	0.597983	2e-06	-0.909249	-0.232933	0.112473816
chr4	0	0.546756	1e-06	-1.092084	-0.217578	0.0011355579
chr8	0	0.452431	1e-06	-0.854569	-0.297746	0.0829961
chr3	0	0.332011	1e-06	-1.73672	-0.245352	0.019483268
chr7	0	0.54631	2e-06	-0.330114	-0.294247	0.07961109
chr1	0	0.346333	1e-06	-1.738641	-0.485546	0.0011129975
chr10	0	0.405684	1e-06	-0.958207	-0.350029	0.36042643
chr2	0	0.449164	1e-06	-0.774291	-0.40252	0.04418069
chr16	0	0.480578	2e-06	-0.516575	-0.363549	0.84247804
chr12	0	0.326299	1e-06	-1.493758	-0.442332	0.0023507476
chr5	0	0.468602	1e-06	-0.909078	-0.289197	0.08537382
chr6	0	0.406089	1e-06	-1.239315	-0.335257	0.03230217
chr16	0	0.473901	2e-06	-0.564445	-0.363549	0.08222285
chr7	0	0.459354	1e-06	-0.965004	-0.334154	0.01897195
chr2	0	0.364973	1e-06	-1.522893	-0.40252	0.014017016
chr5	0	0.431173	1e-06	-1.196379	-0.289197	0.050827235
chr2	0	0.439508	1e-06	-0.860149	-0.40252	0.04231319
chr5	0	0.458264	1e-06	-0.988431	-0.289197	0.0456163
chr4	0	0.63693	2e-06	-0.546121	-0.193043	0.013972074
chr4	0	0.60819	1e-06	-0.720129	-0.217578	0.015539229
chr4	0	0.562901	1e-06	-0.994334	-0.217578	0.0059043467
chrX	0	0.571448	1e-06	-1.137369	-0.25951	0.045146704
chr7	0	0.409514	1e-06	-1.3289	-0.334154	0.0387412
chr4	0	0.579082	1e-06	-0.896365	-0.217578	0.009995669
chr5	0	0.445625	1e-06	-1.085447	-0.289197	0.18684775
chr4	0	0.513369	1e-06	-1.294228	-0.217578	0.000112205744
chr5	0	0.470006	1e-06	-0.898301	-0.289197	0.29015455
chr16	0	0.37565	1e-06	-1.268836	-0.387933	0.23589155
chr2	0	0.481089	1e-06	-0.490423	-0.40252	0.0057888627
chr4	0	0.507396	1e-06	-1.330392	-0.217578	0.026546508
chrX	0	0.569433	1e-06	-1.154692	-0.25951	0.17899463
chr2	0	0.37381	1e-06	-1.444317	-0.40252	0.0010589957
chr8	0	0.487232	2e-06	-0.585075	-0.263348	0.07394788
chrX	0	0.597171	2e-06	-0.916229	-0.232933	0.010101527
chr4	0	0.614162	2e-06	-0.683971	-0.193043	0.123343825
chr9	0	0.50379	1e-06	-1.145199	-0.337721	0.0019923449
chr4	0	0.576032	1e-06	-0.914831	-0.217578	0.005421132
chr5	0	0.569511	2e-06	-0.134509	-0.252146	0.009838849
chr2	0	0.348493	1e-06	-1.669429	-0.40252	0.0057168007
chr13	0	0.441924	1e-06	-1.268031	-0.341006	0.013957977
chr3	0	0.436615	1e-06	-0.861254	-0.245352	0.027474493
chr12	0	0.301476	1e-06	-1.680623	-0.442332	0.0058900714
chr2	0	0.371323	1e-06	-1.466431	-0.40252	0.003290981
chr9	0	0.529448	1e-06	-1.028343	-0.337721	0.04032591
chr7	0	0.373641	1e-06	-1.590818	-0.334154	0.016620368
chr8	0	0.40989	1e-06	-1.184001	-0.297746	0.0042986274
chrX	0	0.686027	2e-06	-0.152337	-0.232933	0.04530558
chr8	0	0.428059	1e-06	-1.043302	-0.297746	0.014921546
chr3	0	0.369164	1e-06	-1.425774	-0.245352	0.08167234
chr3	0	0.426871	1e-06	-0.942805	-0.245352	0.13015938
chrX	0	0.738617	4e-06	0.299777	-0.179777	0.09777394
chr6	0	0.497622	2e-06	-0.542443	-0.298252	0.03866157
chr6	0	0.406877	1e-06	-1.233316	-0.335257	0.18214455
chr7	0	0.533075	2e-06	-0.426746	-0.294247	0.055988997
chr9	0	0.466963	1e-06	-1.312924	-0.337721	0.03998503
chr10	0	0.452449	2e-06	-0.532601	-0.307205	0.08840722
chr2	0	0.311713	1e-06	-1.996466	-0.40252	0.010420591
chr4	0	0.562268	1e-06	-0.998166	-0.217578	0.0073452294
chr2	0	0.364687	1e-06	-1.525436	-0.40252	0.114222854
chrX	0	0.630174	3e-06	-0.632504	-0.206355	0.010962397
chr4	0	0.551267	1e-06	-1.064772	-0.217578	0.028056353
chrX	0	0.550447	1e-06	-1.317914	-0.25951	0.031145692
chr4	0	0.700312	2e-06	-0.162371	-0.193043	0.22761351
chr5	0	0.453604	1e-06	-1.024201	-0.289197	0.082904845
chr3	0	0.428392	1e-06	-0.930075	-0.245352	0.012071639
chrX	0	0.574726	1e-06	-1.109188	-0.25951	0.048128694
chr7	0	0.395633	1e-06	-1.430249	-0.334154	0.112026274
chr11	0	0.47406	2e-06	-0.478742	-0.326244	0.004999727
chr11	0	0.368708	1e-06	-1.329967	-0.360989	0.06783083
chr8	0	0.463114	1e-06	-0.771841	-0.297746	0.21109769
chr11	0	0.279054	1e-06	-2.054355	-0.360989	0.06915963
chr12	0	0.324401	1e-06	-1.508046	-0.442332	0.03622514
chr4	0	0.55753	1e-06	-1.026853	-0.217578	0.08352518
chr3	0	0.352647	1e-06	-1.564011	-0.245352	0.036893874
chr5	0	0.411019	1e-06	-1.35108	-0.289197	0.026544362
chr16	0	0.334263	1e-06	-1.565552	-0.387933	0.010861516
chr9	0	0.631571	1e-06	-0.563233	-0.337721	0.03513348
chr2	0	0.401	1e-06	-1.202551	-0.40252	0.39759687
chr7	0	0.354136	1e-06	-1.73323	-0.334154	0.0051130056
chr10	0	0.38188	1e-06	-1.174845	-0.350029	0.011987269
chr18	0	0.477257	1e-06	-0.930553	-0.323002	0.04207155
chr2	0	0.3412	1e-06	-1.734276	-0.40252	0.03514433
chr15	0	0.410282	1e-06	-1.111178	-0.424557	0.010754555
chr11	0	0.355647	1e-06	-1.435497	-0.360989	0.084374696
chr10	0	0.383198	1e-06	-1.16285	-0.350029	0.22218773
chrX	0	0.596398	1e-06	-0.922875	-0.25951	0.3716149
chr8	0	0.365051	1e-06	-1.531228	-0.297746	0.00034156442
chr8	0	0.363671	1e-06	-1.541915	-0.297746	0.01440087
chr16	0	0.395107	1e-06	-1.129343	-0.387933	0.2707128
chr5	0	0.352801	1e-06	-1.797956	-0.289197	0.023842096
chrX	0	0.542401	1e-06	-1.387085	-0.25951	0.0055030584
chr2	0	0.362931	1e-06	-1.54105	-0.40252	0.021221548
chr6	0	0.471612	2e-06	-0.740466	-0.298252	0.005793363
chr3	0	0.431059	1e-06	-0.907754	-0.245352	0.19477624
chr15	0	0.306941	1e-06	-1.902932	-0.424557	0.0018413663
chr16	0	0.326257	1e-06	-1.62295	-0.387933	0.0417431
chr16	0	0.32974	1e-06	-1.597979	-0.387933	0.006495923
chr12	0	0.439717	1e-06	-0.639955	-0.442332	0.6258955
chr6	0	0.386577	1e-06	-1.387867	-0.335257	0.023802042
chr4	0	0.654112	1e-06	-0.442092	-0.217578	0.011242479
chr3	0	0.403168	1e-06	-1.141183	-0.245352	0.069277525
chr1	0	0.355525	1e-06	-1.67316	-0.485546	0.144101
chr3	0	0.317611	1e-06	-1.857239	-0.245352	0.0037621856
chr5	0	0.391777	1e-06	-1.49878	-0.289197	0.003611654
chr16	0	0.392566	2e-06	-1.14756	-0.363549	0.06979713
chr4	0	0.638637	1e-06	-0.535786	-0.217578	0.10930744
chr14	0	0.319137	1e-06	-1.552279	-0.417507	0.004541397
chr5	0	0.413333	1e-06	-1.333318	-0.289197	0.48358685
chr8	0	0.582119	2e-06	0.149718	-0.263348	0.105763584
chr12	0	0.3334	1e-06	-1.440302	-0.442332	0.012012035
chr4	0	0.408836	1e-06	-1.927129	-0.217578	0.010255933
chr6	0	0.35877	1e-06	-1.599571	-0.335257	0.004002869
chr14	0	0.324869	1e-06	-1.517338	-0.417507	0.0014187694
chr1	0	0.445963	1e-06	-1.028907	-0.485546	0.018692017
chr3	0	0.346605	1e-06	-1.614578	-0.245352	0.05934459
chr12	0	0.35299	1e-06	-1.29283	-0.442332	0.7522127
chr1	0	0.395423	1e-06	-1.388939	-0.485546	0.076651186
chrX	0	0.634769	2e-06	-0.593001	-0.232933	0.0072180033
chrX	0	0.566586	1e-06	-1.179168	-0.25951	0.0029103458
chr10	0	0.493914	3e-06	-0.155231	-0.264381	0.079310745
chrX	0	0.596191	2e-06	-0.924654	-0.232933	0.00096571445
chr2	0	0.338651	1e-06	-1.756941	-0.40252	0.041662574
chr3	0	0.404931	1e-06	-1.126428	-0.245352	0.054487735
chr4	0	0.595256	2e-06	-0.798439	-0.193043	0.017580986
chr1	0	0.318227	1e-06	-1.93886	-0.485546	0.02766344
chr14	0	0.414143	1e-06	-0.973138	-0.417507	0.08091125
chr6	0	0.425341	1e-06	-1.092743	-0.335257	0.040058523
chr6	0	0.368631	1e-06	-1.524496	-0.335257	0.22119752
chr1	0	0.406004	1e-06	-1.313563	-0.485546	0.65959597
chr2	0	0.42571	1e-06	-0.982837	-0.40252	0.010859221
chr2	0	0.537734	3e-06	0.013248	-0.248412	0.08737081
chr1	0	0.44881	1e-06	-1.008626	-0.485546	0.04087308
chr4	0	0.537998	1e-06	-1.14511	-0.217578	0.035909563
chr2	0	0.394123	1e-06	-1.2637	-0.40252	0.07146871
chr2	0	0.43513	1e-06	-0.899077	-0.40252	0.009711266
chr12	0	0.557523	3e-06	0.24688	-0.345722	0.30341828
chr5	0	0.393798	1e-06	-1.483267	-0.289197	0.0010350049
chr21	0	0.67422	1e-06	-0.80527	-0.348593	0.08786321
chr11	0	0.29087	1e-06	-1.958884	-0.360989	0.020480096
chr4	0	0.684166	1e-06	-0.260128	-0.217578	0.029807925
chr7	0	0.498802	1e-06	-0.676983	-0.334154	0.20568955
chr2	0	0.464472	1e-06	-0.638177	-0.40252	0.021913886
chr2	0	0.440999	1e-06	-0.846892	-0.40252	0.008124411
chr6	0	0.37571	1e-06	-1.470601	-0.335257	0.0047203004
chr11	0	0.428484	1e-06	-0.846987	-0.360989	0.051837236
chr1	0	0.405854	1e-06	-1.314632	-0.485546	0.052556425
chr15	0	0.409865	1e-06	-1.114373	-0.424557	0.039537996
chr5	0	0.602097	3e-06	0.115618	-0.215094	0.76867676
chr8	0	0.394195	1e-06	-1.305541	-0.297746	0.010240048
chr3	0	0.524156	2e-06	-0.128594	-0.208421	0.16096717
chr2	0	0.44214	1e-06	-0.836746	-0.40252	0.0021920204
chr9	0	0.51383	1e-06	-1.099473	-0.337721	0.061704993
chr10	0	0.380276	1e-06	-1.189443	-0.350029	0.03108856
chr8	0	0.439293	1e-06	-0.956308	-0.297746	0.040719062
chr12	0	0.434752	2e-06	-0.677331	-0.394027	0.187908
chr4	0	0.638104	1e-06	-0.539013	-0.217578	0.040751904
chr1	0	0.373871	1e-06	-1.542469	-0.485546	0.18842807
chr13	0	0.44156	1e-06	-1.270164	-0.341006	0.008518934
chr16	0	0.632718	6e-06	0.574163	-0.266011	0.8454808
chr4	0	0.561382	1e-06	-1.003531	-0.217578	0.107619494
chr7	0	0.397782	1e-06	-1.414558	-0.334154	0.030703455
chrX	0	0.520125	1e-06	-1.578591	-0.25951	0.08784273
chr10	0	0.31295	1e-06	-1.802172	-0.350029	0.03863558
chr21	0	0.66181	1e-06	-0.837	-0.348593	0.06469959
chr13	0	0.44286	1e-06	-1.262547	-0.341006	0.13225186
chr10	0	0.415431	1e-06	-0.8695	-0.350029	0.08488822
chr4	0	0.623673	1e-06	-0.626386	-0.217578	0.09374547
chr5	0	0.489527	1e-06	-0.748459	-0.289197	0.0125104785
chr11	0	0.415127	1e-06	-0.95491	-0.360989	0.04131964
chr5	0	0.446795	2e-06	-1.076466	-0.252146	0.001789242
chrX	0	0.518985	1e-06	-1.588392	-0.25951	0.00407055
chrX	0	0.589252	1e-06	-0.984309	-0.25951	0.24123883
chrX	0	0.593294	1e-06	-0.94956	-0.25951	0.07752162
chr1	0	0.41638	1e-06	-1.239647	-0.485546	0.01085642
chrX	0	0.505485	1e-06	-1.704451	-0.25951	0.007413149
chr2	0	0.400449	1e-06	-1.207451	-0.40252	0.008573234
chr10	0	0.343281	1e-06	-1.526132	-0.350029	0.022676647
chr7	0	0.588563	3e-06	-0.021613	-0.25434	0.1961275
chr2	0	0.422561	1e-06	-1.010837	-0.40252	0.3661316
chrX	0	0.57681	1e-06	-1.091272	-0.25951	0.0057631433
chr4	0	0.664009	1e-06	-0.38217	-0.217578	0.023229212
chr7	0	0.439387	1e-06	-1.110788	-0.334154	0.031023413
chr3	0	0.362332	1e-06	-1.482954	-0.245352	0.13980618
chr1	0	0.375849	1e-06	-1.528378	-0.485546	0.01898092
chrX	0	0.60498	1e-06	-0.849096	-0.25951	0.10032591
chr10	0	0.370633	2e-06	-1.277203	-0.307205	0.013016671
chr16	0	0.365349	1e-06	-1.342687	-0.387933	0.032004327
chr1	0	0.351317	1e-06	-1.703137	-0.485546	0.05968967
chr3	0	0.407094	1e-06	-1.108325	-0.245352	0.47140035
chr7	0	0.583977	2e-06	-0.055096	-0.294247	0.07151833
chr10	0	0.376091	1e-06	-1.22753	-0.350029	0.1377216
chr3	0	0.348286	1e-06	-1.600509	-0.245352	0.0017035007
chr10	0	0.315867	1e-06	-1.775625	-0.350029	0.10788
chrX	0	0.60348	1e-06	-0.861991	-0.25951	0.1231949
chr10	0	0.394151	1e-06	-1.063168	-0.350029	0.0031377375
chr3	0	0.488456	1e-06	-0.427379	-0.245352	0.0600636
chrX	0	0.589627	2e-06	-0.981085	-0.232933	0.058722854
chrX	0	0.630087	1e-06	-0.633252	-0.25951	0.025590867
chr13	0	0.437204	1e-06	-1.295687	-0.341006	0.012823135
chr6	0	0.397085	1e-06	-1.307866	-0.335257	0.16782978
chr2	0	0.451039	1e-06	-0.757619	-0.40252	0.01696676
chr14	0	0.346684	1e-06	-1.384357	-0.417507	0.0042437613
chr5	0	0.465164	1e-06	-0.935467	-0.289197	0.0004930496
chr17	0	0.423613	3e-06	-0.242217	-0.544721	0.83787334
chr14	0	0.331778	1e-06	-1.475222	-0.417507	0.042499542
chr3	0	0.436824	1e-06	-0.859505	-0.245352	0.033447236
chr14	0	0.393233	1e-06	-1.100602	-0.417507	0.04513073
chr5	0	0.417462	1e-06	-1.301624	-0.289197	0.041498452
chr4	0	0.592871	1e-06	-0.812879	-0.217578	0.0041045845
chr8	0	0.426955	1e-06	-1.051852	-0.297746	0.14717191
chr5	0	0.460088	1e-06	-0.97443	-0.289197	0.25471604
chr8	0	0.409144	1e-06	-1.189778	-0.297746	0.002387941
chr2	0	0.438886	1e-06	-0.86568	-0.40252	0.057472795
chr14	0	0.539292	3e-06	-0.21025	-0.361294	0.016793638
chrX	0	0.606973	3e-06	-0.831962	-0.206355	0.02011925
chr14	0	0.371515	1e-06	-1.232992	-0.417507	0.1869432
chr1	0	0.483469	1e-06	-0.761726	-0.485546	0.5745502
chr13	0	0.453994	1e-06	-1.197309	-0.341006	0.0031552613
chr13	0	0.499495	1e-06	-0.930706	-0.341006	0.008695871
chr8	0	0.352959	1e-06	-1.624867	-0.297746	0.018146127
chr14	0	0.36089	1e-06	-1.29776	-0.417507	0.0146873295
chrX	0	0.624247	1e-06	-0.683458	-0.25951	0.017281562
chr11	0	0.430693	1e-06	-0.829139	-0.360989	0.021184355
chr16	0	0.362742	1e-06	-1.361378	-0.387933	0.62278086
chr11	0	0.504562	1e-06	-0.232291	-0.360989	0.3111112
chr1	0	0.376222	1e-06	-1.525721	-0.485546	0.0916411
chr3	0	0.414785	1e-06	-1.043957	-0.245352	0.010836154
chr12	0	0.429928	1e-06	-0.713646	-0.442332	0.8925915
chr2	0	0.374431	1e-06	-1.438795	-0.40252	0.020640582
chr3	0	0.402408	1e-06	-1.147544	-0.245352	0.02768296
chr6	0	0.371656	1e-06	-1.501466	-0.335257	0.06185469
chr13	0	0.49885	1e-06	-0.934485	-0.341006	0.07740036
chr1	0	0.378732	1e-06	-1.507841	-0.485546	0.021893919
chr11	0	0.336684	1e-06	-1.588715	-0.360989	0.019583195
chr1	0	0.512754	2e-06	-0.553108	-0.40969	0.036506057
chr7	0	0.439751	1e-06	-1.108131	-0.334154	0.0682427
chr14	0	0.338912	1e-06	-1.431734	-0.417507	0.041636556
chr4	0	0.564225	1e-06	-0.986317	-0.217578	0.10427937
chr8	0	0.445378	1e-06	-0.909186	-0.297746	0.015525639
chr1	0	0.381135	1e-06	-1.490722	-0.485546	0.009983897
chr8	0	0.402073	1e-06	-1.244535	-0.297746	0.022709817
chr11	0	0.367163	1e-06	-1.34245	-0.360989	0.0056687295
chr9	0	0.727089	2e-06	-0.128206	-0.317218	0.0914602
chr8	0	0.440855	1e-06	-0.944212	-0.297746	0.11734381
chrX	0	0.596791	2e-06	-0.919496	-0.232933	0.016710103
chr13	0	0.668779	4e-06	0.061176	-0.272096	0.48105234
chr4	0	0.640352	1e-06	-0.525402	-0.217578	0.04115337
chr8	0	0.472757	1e-06	-0.697167	-0.297746	0.00992471
chr4	0	0.503426	1e-06	-1.354428	-0.217578	0.011034995
chr2	0	0.366039	1e-06	-1.513415	-0.40252	0.0014304519
chr11	0	0.35435	1e-06	-1.445977	-0.360989	0.0064783096
chr7	0	0.41994	1e-06	-1.252776	-0.334154	0.053737104
chr1	0	0.357265	1e-06	-1.660765	-0.485546	0.20498922
chr9	0	0.535354	2e-06	-1.001444	-0.317218	0.01788503
chr2	0	0.369445	1e-06	-1.48313	-0.40252	0.0030743778
chr17	0	0.277721	1e-06	-1.656069	-0.649844	0.05010718
chr15	0	0.280567	1e-06	-2.104998	-0.424557	0.030017465
chr18	0	0.426154	1e-06	-1.301679	-0.323002	0.02088496
chr2	0	0.439022	1e-06	-0.864471	-0.40252	0.057077527
chr1	0	0.481379	1e-06	-0.776614	-0.485546	0.41534078
chrX	0	0.560503	1e-06	-1.231463	-0.25951	0.099788964
chr2	0	0.410636	1e-06	-1.116871	-0.40252	0.09729949
chr14	0	0.376411	1e-06	-1.203146	-0.417507	0.122179866
chr14	0	0.369579	1e-06	-1.244793	-0.417507	0.020028502
chr18	0	0.47736	1e-06	-0.929805	-0.323002	0.019247055
chr11	0	0.356026	1e-06	-1.432435	-0.360989	0.012211353
chr3	0	0.40648	1e-06	-1.113464	-0.245352	0.12643987
chr2	0	0.332213	1e-06	-1.814186	-0.40252	0.005524516
chr8	0	0.496626	2e-06	-0.512329	-0.263348	0.45580143
chr10	0	0.405473	1e-06	-0.960127	-0.350029	0.24929407
chr1	0	0.432143	1e-06	-1.127357	-0.485546	0.0149074495
chr3	0	0.540534	1e-06	0.008479	-0.245352	0.0800294
chr17	0	0.282864	1e-06	-1.606228	-0.649844	0.053300947
chr13	0	0.476486	1e-06	-1.065522	-0.341006	0.027914017
chrX	0	0.580686	1e-06	-1.05795	-0.25951	0.02396524
chr14	0	0.525232	3e-06	-0.295957	-0.361294	0.041427016
chr17	0	0.262202	1e-06	-1.806465	-0.649844	0.05941412
chr2	0	0.389215	1e-06	-1.30734	-0.40252	0.01157248
chr4	0	0.562467	1e-06	-0.996961	-0.217578	0.0029964745
chr4	0	0.54888	1e-06	-1.079225	-0.217578	0.04206559
chr5	0	0.417942	1e-06	-1.297939	-0.289197	0.00017851591
chr16	0	0.480488	2e-06	-0.51722	-0.363549	0.8063962
chr2	0	0.45987	2e-06	-0.679096	-0.325466	0.0016023815
chr3	0	0.499638	2e-06	-0.333793	-0.208421	0.15745926
chr4	0	0.652654	1e-06	-0.450919	-0.217578	0.06731054
chr12	0	0.408532	1e-06	-0.874714	-0.442332	0.26023856
chr14	0	0.322049	1e-06	-1.534528	-0.417507	0.05821365
chr14	0	0.346591	1e-06	-1.384924	-0.417507	0.0061635375
chr8	0	0.361407	1e-06	-1.559447	-0.297746	0.0045666993
chr7	0	0.561985	2e-06	-0.215666	-0.294247	0.044535458
chr8	0	0.361495	1e-06	-1.558765	-0.297746	0.03573188
chr5	0	0.454312	2e-06	-1.018766	-0.252146	0.07632369
chrX	0	0.596023	2e-06	-0.926099	-0.232933	0.41096
chr6	0	0.381236	1e-06	-1.42853	-0.335257	0.03283918
chr4	0	0.547076	1e-06	-1.090147	-0.217578	0.001565069
chr2	0	0.424453	1e-06	-0.994014	-0.40252	0.024562627
chr1	0	0.352695	1e-06	-1.69332	-0.485546	0.10213971
chr6	0	0.395123	1e-06	-1.322803	-0.335257	0.047390908
chr20	0	0.303943	1e-06	-1.600817	-0.476117	0.23888546
chr14	0	0.314129	1e-06	-1.582807	-0.417507	0.088474065
chr3	0	0.336346	1e-06	-1.700439	-0.245352	0.0067557395
chr15	0	0.406246	2e-06	-1.142101	-0.396275	0.18346679
chr3	0	0.36193	1e-06	-1.486318	-0.245352	0.006977737
chr9	0	0.413496	1e-06	-1.556434	-0.337721	0.0014743209
chrX	0	0.653549	2e-06	-0.431549	-0.232933	0.010563582
chr21	0	0.72055	2e-06	-0.686815	-0.343545	0.018292129
chr2	0	0.419664	1e-06	-1.036597	-0.40252	0.021235228
chr1	0	0.396028	1e-06	-1.384629	-0.485546	0.080732316
chr12	0	0.333924	1e-06	-1.436357	-0.442332	0.00261423
chr3	0	0.32003	1e-06	-1.836993	-0.245352	0.0577555
chr8	0	0.394139	1e-06	-1.305974	-0.297746	0.002747804
chr4	0	0.569103	2e-06	-0.956783	-0.193043	0.041750997
chrX	0	0.605575	1e-06	-0.84398	-0.25951	0.010194987
chr9	0	0.442102	1e-06	-1.426151	-0.337721	0.015013427
chr3	0	0.431839	1e-06	-0.901226	-0.245352	0.0010260046
chrX	0	0.558522	1e-06	-1.248493	-0.25951	0.0048985183
chr5	0	0.400287	1e-06	-1.433458	-0.289197	0.00087186694
chr3	0	0.387492	1e-06	-1.272381	-0.245352	0.00760144
chr7	0	0.449962	1e-06	-1.033577	-0.334154	0.011222482
chr9	0	0.527401	2e-06	-1.037665	-0.317218	0.5428022
chr1	0	0.317366	1e-06	-1.944993	-0.485546	0.03156951
chr14	0	0.371051	1e-06	-1.23582	-0.417507	0.028705835
chr4	0	0.422235	1e-06	-1.846004	-0.217578	0.01102078
chr9	0	0.651694	2e-06	-0.471585	-0.317218	0.08557218
chr12	0	0.427406	1e-06	-0.732631	-0.442332	0.027693927
chr4	0	0.585718	2e-06	-0.856187	-0.193043	0.013397574
chr14	0	0.399516	1e-06	-1.062302	-0.417507	0.07467666
chr17	0	0.36446	2e-06	-0.815474	-0.597282	0.40846545
chrX	0	0.57002	1e-06	-1.149646	-0.25951	0.029836327
chr14	0	0.438843	2e-06	-0.822571	-0.389401	0.10676873
chr8	0	0.36192	1e-06	-1.555474	-0.297746	0.0002629161
chr4	0	0.606198	1e-06	-0.73219	-0.217578	0.049218208
chrX	0	0.649633	1e-06	-0.465215	-0.25951	0.011514783
chr4	0	0.688681	2e-06	-0.232792	-0.193043	0.21714142
chr3	0	0.345174	1e-06	-1.626555	-0.245352	0.1168789
chr8	0	0.500156	1e-06	-0.484993	-0.297746	0.04621178
chr2	0	0.472226	1e-06	-0.56923	-0.40252	0.12932843
chr18	0	0.524539	3e-06	-0.587176	-0.283132	0.42228463
chr16	0	0.433564	1e-06	-0.853633	-0.387933	0.11463621
chr12	0	0.405744	1e-06	-0.895701	-0.442332	0.33234826
chr3	0	0.438018	1e-06	-0.849512	-0.245352	0.021903813
chr4	0	0.627936	1e-06	-0.600576	-0.217578	0.22703502
chr4	0	0.635842	1e-06	-0.552709	-0.217578	0.017598838
chr18	0	0.431009	1e-06	-1.26642	-0.323002	0.0053452253
chr18	0	0.416928	1e-06	-1.368681	-0.323002	0.009950906
chr1	0	0.457155	1e-06	-0.949179	-0.485546	0.12447962
chr14	0	0.373146	1e-06	-1.223049	-0.417507	0.004396975
chr7	0	0.433399	1e-06	-1.154509	-0.334154	0.13316229
chr4	0	0.618019	1e-06	-0.660619	-0.217578	0.025147855
chr5	0	0.406549	1e-06	-1.385391	-0.289197	0.00797832
chr3	0	0.421574	1e-06	-0.987137	-0.245352	0.034615844
chrX	0	0.569905	1e-06	-1.150634	-0.25951	0.17722386
chr2	0	0.448528	1e-06	-0.779946	-0.40252	0.014052302
chr4	0	0.573771	2e-06	-0.928521	-0.193043	0.01944819
chr8	0	0.576203	2e-06	0.103905	-0.263348	0.374489
chr12	0	0.346575	1e-06	-1.341121	-0.442332	0.08914685
chr5	0	0.474992	2e-06	-0.860029	-0.252146	0.2590853
chr1	0	0.351128	1e-06	-1.704483	-0.485546	0.021958232
chr7	0	0.472348	1e-06	-0.870131	-0.334154	0.3624044
chr4	0	0.512405	1e-06	-1.300064	-0.217578	0.060724556
chr2	0	0.381034	1e-06	-1.380083	-0.40252	0.029956013
chr3	0	0.371689	1e-06	-1.404642	-0.245352	0.0030078888
chr12	0	0.310792	1e-06	-1.610493	-0.442332	0.009623766
chr18	0	0.452411	1e-06	-1.110992	-0.323002	0.06426546
chr4	0	0.61612	1e-06	-0.672116	-0.217578	0.066818714
chr5	0	0.41137	1e-06	-1.348386	-0.289197	0.0016309321
chr1	0	0.359183	1e-06	-1.647102	-0.485546	0.00252679
chr6	0	0.513203	2e-06	-0.42382	-0.298252	0.0764285
chrX	0	0.621027	2e-06	-0.71114	-0.232933	0.0965268
chr8	0	0.394999	1e-06	-1.299315	-0.297746	0.0034106672
chr4	0	0.595383	2e-06	-0.79767	-0.193043	0.097099245
chr8	0	0.358344	1e-06	-1.583166	-0.297746	0.11611271
chr2	0	0.457949	1e-06	-0.696177	-0.40252	0.40389657
chr6	0	0.558432	3e-06	-0.079476	-0.261248	0.007487029
chr8	0	0.446132	1e-06	-0.903347	-0.297746	0.2645394
chr12	0	0.314612	1e-06	-1.581736	-0.442332	0.4835308
chrX	0	0.648731	3e-06	-0.47297	-0.206355	0.44200978
chr8	0	0.349377	1e-06	-1.652605	-0.297746	0.21276867
chr8	0	0.374171	1e-06	-1.460604	-0.297746	0.0701794
chr9	0	0.45186	1e-06	-1.381709	-0.337721	0.009857982
chr2	0	0.468976	1e-06	-0.598128	-0.40252	0.19613817
chr14	0	0.348084	1e-06	-1.375823	-0.417507	0.025481075
chr14	0	0.321935	1e-06	-1.535223	-0.417507	0.001596719
chr4	0	0.569033	1e-06	-0.957207	-0.217578	0.0058859885
chr6	0	0.427138	1e-06	-1.079062	-0.335257	0.002932787
chrX	0	0.532767	1e-06	-1.469908	-0.25951	0.06740698
chr3	0	0.417276	1e-06	-1.023109	-0.245352	0.010368884
chrX	0	0.744428	4e-06	0.349734	-0.179777	0.047183067
chr20	0	0.385682	2e-06	-0.749325	-0.444505	0.8312665
chr7	0	0.484659	1e-06	-0.780245	-0.334154	0.025743395
chr6	0	0.441222	1e-06	-0.971836	-0.335257	0.0656535
chr18	0	0.432411	1e-06	-1.256239	-0.323002	0.0024455786
chr5	0	0.44271	1e-06	-1.107822	-0.289197	0.27617294
chr20	0	0.293669	2e-06	-1.707843	-0.444505	0.012015969
chr3	0	0.377732	1e-06	-1.354066	-0.245352	0.018949687
chr1	0	0.373878	1e-06	-1.542419	-0.485546	0.050235987
chr5	0	0.36379	1e-06	-1.713606	-0.289197	0.032517344
chrX	0	0.609473	2e-06	-0.810469	-0.232933	0.14461344
